MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
368110190,2023-01-01T00:08:55,36.7997,-76.29465,0.0,259.0,247.0,SALISBURY,,WDL2234,52.0,5.0,30.0,12.0,2.6,52.0,A
316005718,2023-01-01T00:00:06,49.18341,-122.69042,0.1,182.9,511.0,SEASPAN SCOUT,,,52.0,0.0,14.0,6.0,0.3,52.0,A
367635490,2023-01-01T00:18:49,40.6915,-74.01019,0.3,258.0,511.0,NYPD 9,,WDH6196,90.0,0.0,,,,55.0,A
367175740,2023-01-01T00:00:03,29.14934,-90.20388,0.0,352.6,354.0,WILKIN A FALGOUT,IMO7114161,WDD6648,31.0,0.0,32.0,9.0,3.8,31.0,A
367567350,2023-01-01T00:10:17,35.18393,-90.05818,0.0,280.4,355.0,PAULA FORTIER,,WDG7445,31.0,12.0,29.0,,,0.0,A
338395317,2023-01-01T00:08:58,38.04563,-122.1559,0.0,360.0,511.0,CIELITO,IMO0000000,,37.0,,10.0,3.0,,,B
368236120,2023-01-01T00:04:52,34.45721,-88.38304,2.3,241.7,239.0,JAMES E JACKSON,IMO0000040,WDM7657,90.0,0.0,34.0,10.0,2.4,90.0,A
368088250,2023-01-01T00:06:43,29.96239,-93.86253,0.0,247.7,511.0,CONNER P,IMO121351500,WDK7831,52.0,0.0,18.0,6.0,0.0,52.0,A
338439404,2023-01-01T00:12:27,24.56146,-81.8021,1.9,188.8,511.0,MCRIB,IMO0000000,MCRIB,56.0,,7.0,2.0,,,B
368073060,2023-01-01T00:11:12,48.60936,-123.15272,0.0,360.0,298.0,NAUTI DANCER,IMO0000000,WDK6286,37.0,,20.0,6.0,,,B
368211560,2023-01-01T00:14:41,30.17329,-91.52722,4.8,1.3,511.0,A.R. CENAC,,WDM4992,52.0,0.0,15.0,7.0,3.2,52.0,A
368926296,2023-01-01T00:13:01,30.39795,-81.41236,0.0,284.9,283.0,US GOVT VESSEL,,NIPL,0.0,5.0,0.0,0.0,0.0,0.0,A
367702540,2023-01-01T00:12:42,30.66405,-88.02391,0.0,272.4,191.0,SAFETY STAR,,WDI4837,31.0,12.0,21.0,8.0,,31.0,A
319466000,2023-01-01T00:05:26,26.06067,-80.1325,0.0,230.0,357.0,MYLIN IV,IMO1002902,ZHGL7,37.0,5.0,60.0,10.0,3.0,37.0,A
368045380,2023-01-01T00:00:02,27.84009,-97.06944,0.0,207.1,511.0,PHIL WILSON,,WDK3451,60.0,15.0,48.0,16.0,3.3,60.0,A
538070362,2023-01-01T00:07:58,26.1169,-80.1083,0.0,279.5,511.0,READY II PLAY,IMO0000000,M7ML7,90.0,,38.0,16.0,,,B
367515970,2023-01-01T00:01:15,28.40835,-80.62888,0.0,345.8,511.0,VIATOR,,WDG2470,37.0,0.0,16.0,,,97.0,A
368015870,2023-01-01T00:04:26,47.62914,-122.39201,0.0,50.0,511.0,CONUNDRUM,IMO0000000,WDJ8385,37.0,,20.0,6.0,,,B
367799260,2023-01-01T00:16:53,29.73389,-95.05101,3.3,355.4,511.0,JANE L,,WDJ6586,31.0,0.0,17.0,6.0,,31.0,A
368064130,2023-01-01T00:03:31,29.77229,-95.10193,0.0,266.8,511.0,LIESL,,WDK5358,52.0,0.0,16.0,7.0,2.3,52.0,A
367015890,2023-01-01T00:03:29,39.85299,-75.24165,0.0,360.0,511.0,DOROTHY J,,WDC3893,31.0,0.0,19.0,7.0,,31.0,A
368172430,2023-01-01T00:06:59,36.83728,-76.27094,0.0,190.0,1.0,STEPHEN J LEAMAN,IMO9925689,WDL8740,52.0,0.0,30.0,10.0,4.2,52.0,A
367396410,2023-01-01T00:13:05,21.31264,-157.8662,0.0,164.3,511.0,QUYNH VY,IMO7050793,WCY9275,30.0,,22.0,6.0,,,B
338029727,2023-01-01T00:08:13,47.6436,-122.31507,0.0,360.0,511.0,OPEN WIDE,IMO0000000,,37.0,,10.0,0.0,,,B
367075110,2023-01-01T00:11:37,30.68909,-91.34986,0.0,10.4,332.0,LUCY HANNAH,,WDC7682,31.0,0.0,18.0,7.0,,57.0,A
368061720,2023-01-01T00:02:17,35.1049,-90.08452,0.0,38.9,270.0,BRIAN BOUDREAUX,,WDK5100,31.0,0.0,27.0,10.0,0.0,31.0,A
367082860,2023-01-01T00:15:19,32.08199,-81.06459,0.1,10.0,271.0,BULLDOG,IMO9365324,WDC8178,31.0,0.0,29.0,11.0,4.0,52.0,A
367331070,2023-01-01T00:09:17,29.74154,-93.86598,0.0,115.4,188.0,SP CORAL,IMO9423140,WDE2897,31.0,0.0,33.0,12.0,5.1,90.0,A
338236039,2023-01-01T00:05:55,41.59214,-71.28179,0.0,341.8,511.0,V'GER,IMO0000000,,36.0,,17.0,4.0,,,B
368028720,2023-01-01T00:03:23,40.70109,-74.01684,4.0,21.0,511.0,MISS NEW YORK,,WDJ9717,60.0,15.0,37.0,10.0,4.0,60.0,A
338395513,2023-01-01T00:02:54,48.51275,-122.91608,0.1,12.5,511.0,DOLCE VITA,IMO0000000,WDJ4793,37.0,,19.0,5.0,,,B
367327560,2023-01-01T00:02:17,28.67544,-95.99008,3.2,236.0,237.0,CINDY HULL,,WDE2631,31.0,12.0,26.0,9.0,,31.0,A
367491860,2023-01-01T00:04:39,35.38004,-94.46724,6.1,73.1,79.0,BEVERELY ANNE,,WDF8145,31.0,15.0,34.0,10.0,,31.0,A
369224000,2023-01-01T00:11:51,27.3165,-90.73783,3.7,246.6,253.0,HARVEY PROVIDER,IMO9270115,WDB2506,90.0,0.0,73.0,17.0,4.6,75.0,A
367576750,2023-01-01T00:00:00,29.88524,-90.07491,5.5,161.8,160.0,RED RIVER,,WDG8366,31.0,12.0,23.0,,,57.0,A
367312950,2023-01-01T00:08:40,29.29364,-89.34505,0.0,360.0,511.0,NICHOLAS D,,WDD9546,31.0,15.0,16.0,7.0,,31.0,A
366979030,2023-01-01T00:04:42,40.68653,-74.07799,0.1,204.4,511.0,PAUL ANDREW,,WCP2545,31.0,12.0,19.0,7.0,,52.0,A
368214910,2023-01-01T00:06:32,30.29028,-81.43058,0.0,253.0,511.0,MARY LOUISE,IMO0000000,WDM5336,37.0,,42.0,15.0,,,B
368112840,2023-01-01T00:03:50,29.6099,-90.70898,0.0,220.2,511.0,FRITZ CENAC,,WDL2523,52.0,12.0,17.0,9.0,0.0,52.0,A
367388280,2023-01-01T00:09:15,44.47357,-124.93098,3.3,55.1,46.0,NEW LIFE,IMO7201756,WDE7050,30.0,0.0,21.0,6.0,,30.0,A
366755010,2023-01-01T00:07:36,33.73036,-118.25511,0.0,129.5,338.0,MASTER,IMO9188532,WCY6528,31.0,0.0,32.0,10.0,6.8,31.0,A
538007622,2023-01-01T00:03:52,33.75919,-118.27687,0.0,3.1,36.0,NAVIOS VERDE,IMO9324863,V7XL5,71.0,5.0,261.0,32.0,11.6,71.0,A
367770760,2023-01-01T00:01:45,47.29636,-122.42387,0.0,315.2,511.0,VALHALLA,,WDJ3727,37.0,,,,,,B
338430855,2023-01-01T00:15:36,37.18843,-76.42732,0.0,360.0,511.0,A PRETTY PENNY,IMO0000000,,37.0,,14.0,5.0,,,B
367556370,2023-01-01T00:02:29,37.92535,-87.90453,0.0,294.1,55.0,VIVIAN B,IMO8976621,WDG6380,31.0,12.0,21.0,,,57.0,A
366972410,2023-01-01T00:03:26,29.77238,-95.10195,0.0,247.4,511.0,D W GILLIS,,WCP9623,31.0,0.0,12.0,5.0,,57.0,A
368033840,2023-01-01T00:13:11,40.64411,-80.48354,0.0,246.1,511.0,JENNIFER ANN,IMO8836546,WDK2256,31.0,0.0,40.0,10.0,3.0,31.0,A
367689620,2023-01-01T00:16:53,27.6465,-82.80683,21.5,53.7,48.0,MANATEE,,WDI3562,50.0,0.0,16.0,,,50.0,A
368256040,2023-01-01T00:13:52,29.93166,-90.33137,0.0,360.0,511.0,JACK ESTES,IMO1323487,WDM9802,52.0,0.0,21.0,10.0,0.0,52.0,A
316011408,2023-01-01T00:08:12,49.13048,-123.56049,19.9,124.5,125.0,COASTAL INSPIRATION,IMO9332767,CFN4970,60.0,0.0,160.0,28.0,5.8,60.0,A
368104390,2023-01-01T00:05:50,28.65253,-96.56532,0.0,360.0,511.0,MARTHA RENAE,,WDK9517,31.0,0.0,4.0,5.0,0.0,31.0,A
368063940,2023-01-01T00:06:43,29.61065,-94.35561,5.3,56.7,60.0,RILEY DEXTER,,WDK5340,57.0,12.0,209.0,18.0,3.1,57.0,A
338457751,2023-01-01T00:12:35,48.53873,-123.01554,0.0,51.4,133.0,ZIA,IMO0000000,,36.0,,12.0,4.0,,,B
367187120,2023-01-01T00:08:10,27.46827,-82.69634,0.0,360.0,511.0,PEARL RIVER,,WDD7486,90.0,0.0,11.0,4.0,,53.0,A
367728850,2023-01-01T00:01:05,41.80346,-73.94923,0.0,128.6,180.0,GRACIE M REINAUER,IMO9804605,WDI7449,31.0,0.0,35.0,,,57.0,A
316011736,2023-01-01T00:17:03,49.17825,-123.93213,0.1,219.7,290.0,NANAIMO PORTSECURITY,,,50.0,0.0,,,,50.0,A
366752720,2023-01-01T00:13:56,42.45466,-70.94789,0.0,182.0,511.0,AMERICAN CLASSIC,IMO1068050,WCY5466,0.0,15.0,31.0,10.0,0.0,0.0,A
338142675,2023-01-01T00:02:13,33.62232,-117.89569,0.0,3.1,511.0,NUEVO,,,37.0,,18.0,,,,B
367005590,2023-01-01T00:15:32,29.15028,-89.21272,0.0,247.1,511.0,MEDICINE BOW,,WDC3310,31.0,12.0,20.0,7.0,,57.0,A
366254000,2023-01-01T00:16:49,21.03064,-156.74149,6.6,245.6,244.0,KAPENA JACK YOUNG,IMO9816854,WDK2430,32.0,11.0,37.0,11.0,5.0,32.0,A
368177040,2023-01-01T00:14:55,47.72315,-122.64116,0.0,323.1,511.0,TURTLE,IMO0000000,WDL9217,37.0,,14.0,4.0,,,B
368157130,2023-01-01T00:11:11,34.73019,-87.77958,6.3,90.8,90.0,MARY LYNN COOPER,,WDL7102,57.0,12.0,22.0,9.0,0.0,57.0,A
367762920,2023-01-01T00:02:09,30.03545,-90.84033,0.0,360.0,511.0,GEORGIA,,WDJ2914,33.0,0.0,,,,33.0,A
538007655,2023-01-01T00:10:37,27.60728,-82.93098,11.5,265.5,264.0,STAR DALMATIA,IMO9548835,V7ZD7,70.0,0.0,199.0,32.0,12.4,70.0,A
367756120,2023-01-01T00:06:16,26.90965,-80.08447,0.0,360.0,511.0,ANGARI,,WDJ2196,37.0,0.0,,,,0.0,A
367510420,2023-01-01T00:04:04,30.22925,-93.25355,0.0,133.0,147.0,AL CENAC,,WDF9939,31.0,0.0,21.0,,,52.0,A
367734940,2023-01-01T00:02:25,38.83326,-82.15245,0.0,153.3,511.0,PENNY P,,WDI8062,31.0,15.0,14.0,,,52.0,A
338237829,2023-01-01T00:05:15,38.974,-76.47629,0.0,297.6,511.0,ENCORE,IMO0000000,,37.0,,40.0,12.0,,,B
316003448,2023-01-01T00:13:52,49.1688,-123.93244,0.0,39.7,511.0,ARCTIC OCEAN,IMO8803290,CZ5166,30.0,7.0,20.0,7.0,3.8,30.0,A
367006230,2023-01-01T00:05:14,29.77939,-91.79956,1.5,304.6,511.0,MR T,,WSD5840,31.0,15.0,18.0,8.0,,0.0,A
319240100,2023-01-01T00:03:15,26.11117,-80.15712,0.0,360.0,511.0,SATORI,IMO0000000,ZGQH3,37.0,,14.0,7.0,,,B
367108660,2023-01-01T00:13:14,37.01366,-88.25725,0.3,360.0,511.0,MISS LYNN,,WDH7803,31.0,0.0,24.0,9.0,,31.0,A
367199860,2023-01-01T00:05:50,34.22671,-77.9534,0.0,227.4,511.0,MAURANIA III,IMO9069516,WDD8489,31.0,0.0,30.0,10.0,,52.0,A
367705270,2023-01-01T00:04:38,43.36296,-124.20088,0.0,360.0,73.0,CASEY H,IMO8872289,WDI5111,31.0,0.0,23.0,8.0,,52.0,A
368286840,2023-01-01T00:10:51,29.96318,-90.23527,5.7,127.5,511.0,RESPONDER,IMO8842234,WDN5073,52.0,0.0,20.0,8.0,3.5,52.0,A
367458640,2023-01-01T00:06:44,29.98064,-81.64718,0.0,282.4,511.0,RIO BRAVO,IMO8333207,WDF5037,31.0,0.0,30.0,9.0,4.5,32.0,A
563140700,2023-01-01T00:08:39,49.28482,-123.18354,0.1,334.0,71.0,SEA BLISS,IMO9682887,9V7366,70.0,1.0,180.0,30.0,8.0,70.0,A
338369216,2023-01-01T00:15:50,47.62901,-122.39108,0.0,360.0,511.0,REINA DEL MAR,IMO0000000,,37.0,,12.0,4.0,,,B
368077530,2023-01-01T00:05:36,41.66823,-88.03324,0.0,79.0,249.0,AGGIE C,,WDK6734,31.0,15.0,25.0,9.0,2.7,31.0,A
368113990,2023-01-01T00:13:12,29.55244,-89.771,0.5,168.6,511.0,ANDREW S.,,WDL2638,52.0,0.0,32.0,12.0,0.0,52.0,A
367533940,2023-01-01T00:12:30,29.73872,-95.16391,0.0,258.6,3.0,TAMPA,,WDG4190,31.0,12.0,23.0,10.0,,57.0,A
316005651,2023-01-01T00:14:33,49.19984,-122.91082,0.0,147.5,68.0,SMIT PRIDE,,,52.0,15.0,,,,52.0,A
367299580,2023-01-01T00:02:25,27.85042,-97.17233,19.8,212.3,511.0,COASTAL STAR,,WDD8547,0.0,12.0,14.0,5.0,0.0,0.0,A
367524240,2023-01-01T00:05:54,28.8979,-95.38019,7.5,51.2,511.0,MON TA,,WDG3264,31.0,0.0,21.0,,,31.0,A
366798950,2023-01-01T00:13:07,38.94914,-74.90699,0.0,308.3,511.0,SEA QUEST,IMO8939910,WDA3481,30.0,,22.0,7.0,,,B
636021351,2023-01-01T00:02:09,29.89684,-89.90845,0.0,324.0,335.0,HSL VARNA,IMO9928360,5LDN7,70.0,1.0,229.0,32.0,7.6,70.0,A
229248000,2023-01-01T00:12:31,30.03767,-93.33331,0.0,250.9,135.0,TRANSGAS FORCE,IMO9861811,9HA5313,80.0,5.0,294.0,47.0,9.5,80.0,A
367792230,2023-01-01T00:06:43,24.57025,-81.82283,0.0,31.8,511.0,WANDERLUST,IMO0000000,WDJ5887,36.0,,13.0,8.0,,,B
338235931,2023-01-01T00:10:08,34.72601,-76.80409,0.0,360.0,511.0,THE BIG SNOOZE,IMO0000000,,37.0,,0.0,0.0,,,B
310786000,2023-01-01T00:02:11,26.17195,-92.60668,15.4,284.5,289.0,GASLOG WALES,IMO9853137,ZCEY2,81.0,0.0,297.0,47.0,10.8,81.0,A
367597650,2023-01-01T00:01:13,40.78886,-73.91895,0.0,253.0,31.0,ROCKAWAY,IMO9648063,WDH2443,90.0,0.0,88.0,21.0,4.6,80.0,A
367468640,2023-01-01T00:17:28,29.81573,-91.82456,6.8,343.0,511.0,MISS STACIE,,WDF5915,31.0,0.0,17.0,7.0,,99.0,A
338305000,2023-01-01T00:02:25,36.97062,-76.10083,10.0,285.6,284.0,MARIYA MORAN,IMO9764128,WDH8622,31.0,12.0,36.0,10.0,4.9,52.0,A
319074000,2023-01-01T00:11:58,18.4286,-65.4101,11.3,283.6,511.0,OUR WAY,,ZCMU4,37.0,0.0,31.0,8.0,,37.0,A
368172070,2023-01-01T00:00:09,18.38418,-64.5142,0.0,360.0,511.0,EVENING STAR,IMO0000000,WDL8702,36.0,,14.0,4.0,,,B
368142760,2023-01-01T00:09:00,27.51417,-97.30325,5.4,23.1,24.0,BRISCOE,IMO126138300,WDL5619,57.0,12.0,116.0,34.0,2.8,57.0,A
366996290,2023-01-01T00:12:16,29.73296,-95.01998,0.0,168.0,30.0,ORION,IMO8851091,WDC2676,31.0,0.0,18.0,7.0,,52.0,A
369077000,2023-01-01T00:13:51,32.70384,-117.18123,0.1,20.0,109.0,HOS DOMINATOR,IMO9265811,WDA6788,90.0,5.0,72.0,16.0,4.1,79.0,A
338363439,2023-01-01T00:00:27,38.677,-77.25212,0.0,360.0,511.0,EXPRESS YOURSELF,IMO0000000,,37.0,,11.0,4.0,,,B
366995260,2023-01-01T00:10:22,30.47186,-91.19493,2.4,241.1,115.0,CAPT JAMES HOOVER,,WDC2583,31.0,0.0,16.0,6.0,,57.0,A
303515000,2023-01-01T00:03:15,29.14762,-90.20355,0.0,224.0,258.0,ALLIE CHOUEST,IMO9347358,KFHA,90.0,5.0,85.0,18.0,5.9,20.0,A
311378000,2023-01-01T00:02:20,23.27073,-83.10386,19.2,265.6,266.0,LEGEND OF THE SEAS,IMO9070620,C6SL5,60.0,0.0,264.0,37.0,7.7,60.0,A
368139870,2023-01-01T00:04:22,40.64621,-74.07416,0.0,76.7,232.0,CYCLONE SHARK,,WDL5304,60.0,0.0,24.0,8.0,0.0,60.0,A
367405840,2023-01-01T00:12:55,32.68595,-117.13336,0.1,244.0,228.0,C-TRACTOR 22,IMO9529762,WDE8467,31.0,0.0,33.0,12.0,5.7,52.0,A
339995000,2023-01-01T00:11:37,26.0977,-80.16689,0.0,239.1,511.0,PANACEA,IMO0000000,6YUS5,37.0,,34.0,7.0,,,B
377489000,2023-01-01T00:04:36,23.1356,-82.32944,0.0,183.5,108.0,NICOS I.V.,IMO9103843,J8B6334,80.0,5.0,182.0,32.0,8.0,80.0,A
367712630,2023-01-01T00:12:43,48.4926,-122.6803,0.0,356.9,511.0,RADIANT STAR,IMO0000000,WDI5851,37.0,,23.0,6.0,,,B
367633750,2023-01-01T00:01:06,29.25567,-92.38045,7.7,169.4,511.0,GUIDING LIGHT II,IMO8939271,WDI7045,30.0,,24.0,7.0,,,B
338120418,2023-01-01T00:01:32,47.62161,-122.51909,0.0,188.7,511.0,SALTY,,,37.0,,9.0,,,,B
563124400,2023-01-01T00:17:50,40.67019,-74.14126,0.0,316.4,28.0,MH GREEN,IMO9817353,9V2475,70.0,5.0,200.0,35.0,9.1,70.0,A
366967620,2023-01-01T00:00:05,36.75492,-89.11767,0.0,272.9,28.0,JOHN M RIVERS,,WDB8997,31.0,12.0,41.0,14.0,,52.0,A
316021279,2023-01-01T00:03:39,48.43165,-123.43007,0.0,0.0,45.0,CFAV GLENDALE,,CGQD,31.0,15.0,28.0,,,31.0,A
367573610,2023-01-01T00:01:15,27.82347,-97.48989,0.0,223.6,214.0,JOHN M WIKE,,WDG8060,31.0,12.0,24.0,,,52.0,A
372805000,2023-01-01T00:05:18,19.75033,-94.50812,17.0,64.0,67.0,FLORIDA HIGHWAY,IMO9442861,3EPT6,70.0,0.0,199.0,32.0,10.0,79.0,A
367777470,2023-01-01T00:11:16,47.66693,-122.39366,0.0,321.9,178.0,NUNANIQ,,WDJ4412,70.0,0.0,42.0,14.0,,99.0,A
367616040,2023-01-01T00:13:37,29.73322,-95.13343,0.0,195.7,276.0,LEISA GAIL STRAFUSS,,WDH4277,31.0,0.0,22.0,,,57.0,A
366972020,2023-01-01T00:15:04,45.16098,-85.78978,12.8,36.3,35.0,ARTHUR M ANDERSON,IMO5025691,WDH7563,70.0,0.0,233.0,21.0,8.0,70.0,A
319403000,2023-01-01T00:18:38,26.7477,-80.05092,0.0,232.6,511.0,FALCON LAIR,IMO1002990,ZCOE7,37.0,0.0,59.0,9.0,3.4,37.0,A
316005713,2023-01-01T00:02:20,49.19998,-122.91063,0.0,194.5,511.0,PACIFIC FORCE,,,52.0,0.0,14.0,7.0,2.6,52.0,A
316001101,2023-01-01T00:17:15,42.63673,-80.03065,6.7,151.4,151.0,LEONARD M,IMO8519215,VOJM,31.0,12.0,33.0,11.0,4.1,90.0,A
368097190,2023-01-01T00:00:09,30.48801,-91.19304,0.0,120.1,14.0,LIZ SLOSS,,WDK8767,57.0,0.0,115.0,34.0,2.9,57.0,A
311583000,2023-01-01T00:11:04,27.81927,-80.11419,21.9,160.5,160.0,JEWEL OF THE SEAS,IMO9228356,C6FW9,60.0,0.0,293.0,39.0,8.5,69.0,A
338382000,2023-01-01T00:11:58,39.15718,-74.69677,0.0,132.1,511.0,MARY ANN,,WCY5683,30.0,,20.0,5.0,,,B
368216940,2023-01-01T00:13:33,28.40762,-80.629,0.0,167.2,273.0,KALANI,IMO0000000,WDM5544,37.0,,11.0,6.0,,,B
366384000,2023-01-01T00:10:26,38.9588,-74.87784,0.0,246.3,511.0,ALLIANCE,,WDF7948,30.0,0.0,34.0,10.0,4.0,30.0,A
338427575,2023-01-01T00:03:21,37.76718,-122.28651,0.0,360.0,511.0,RABBIT HOLE,IMO0000000,,36.0,,0.0,4.0,,,B
368144150,2023-01-01T00:03:46,34.16729,-119.22416,0.0,249.7,511.0,SILENT LADY,IMO0000000,WDL5759,37.0,,12.0,5.0,,,B
367384000,2023-01-01T00:06:56,30.40082,-81.52398,0.0,0.0,511.0,1ST LT JACK LUMMUS,IMO8302454,NHMN,70.0,5.0,205.0,32.0,9.8,35.0,A
367639050,2023-01-01T00:12:37,40.73889,-73.96842,10.1,359.4,511.0,NYPD 39,,WDH6540,90.0,15.0,,,,55.0,A
367359580,2023-01-01T00:07:49,26.44862,-80.06498,5.4,3.0,511.0,LADY ATLANTIC,IMO0000000,WDE4917,60.0,,0.0,0.0,,,B
338144032,2023-01-01T00:00:21,48.51292,-122.60726,0.0,290.6,511.0,PAIGE MARIE,,,37.0,,18.0,,,,B
366992040,2023-01-01T00:14:55,29.25151,-89.35795,0.0,299.8,511.0,OCEAN PRIDE,,WDC2374,31.0,0.0,19.0,7.0,,52.0,A
636009832,2023-01-01T00:17:42,27.64066,-82.61959,14.0,216.2,216.0,OURO DO BRASIL,IMO9018646,ELPP9,80.0,0.0,172.0,26.0,9.5,70.0,A
235010450,2023-01-01T00:15:25,42.81035,-125.29522,15.8,1.0,2.0,EVER SMART,IMO9300403,MLBD9,70.0,0.0,299.0,42.0,14.2,70.0,A
367471080,2023-01-01T00:05:25,33.71952,-118.11092,0.4,18.2,356.0,ISABEL L,,WDF6141,60.0,0.0,27.0,5.0,,42.0,A
368122650,2023-01-01T00:15:05,30.11144,-90.99581,4.2,264.2,267.0,CSS SHENANDOAH,,WDL3541,57.0,5.0,177.0,52.0,3.0,52.0,A
367155550,2023-01-01T00:09:51,30.12476,-89.67746,0.0,17.4,257.0,RENEE T WHATLEY,,WDD5243,31.0,0.0,22.0,8.0,,57.0,A
367698890,2023-01-01T00:02:20,33.75863,-118.21722,0.8,165.3,511.0,FIREBOAT 20,,WDI4461,90.0,0.0,32.0,,,90.0,A
366955460,2023-01-01T00:07:10,30.04074,-93.7356,4.9,44.6,46.0,CANDACE,IMO9343027,WDB8245,31.0,0.0,26.0,9.0,2.8,32.0,A
367485260,2023-01-01T00:02:31,32.68977,-117.13876,0.0,360.0,511.0,PERSUADER,,WDF7513,0.0,11.0,16.0,5.0,0.0,0.0,A
367006510,2023-01-01T00:17:28,29.88655,-90.076,0.0,27.1,511.0,LADY MICHELLE,,WUY6963,31.0,0.0,19.0,7.0,,52.0,A
367487560,2023-01-01T00:12:32,47.32805,-122.57404,0.0,360.0,511.0,FIVE FOOTE TOO,,WDF7732,37.0,,17.0,,,,B
367516950,2023-01-01T00:06:24,40.78399,-73.89506,0.0,67.2,234.0,PATRICE MCALLISTER,IMO9215799,WDG2567,31.0,5.0,33.0,10.0,3.8,31.0,A
366998050,2023-01-01T00:12:26,29.61124,-95.02542,0.0,236.2,511.0,SAINTE MARIE,IMO8983143,WDC2815,31.0,5.0,22.0,10.0,,57.0,A
319466000,2023-01-01T00:02:24,26.06067,-80.1325,0.1,39.0,357.0,MYLIN IV,IMO1002902,ZHGL7,37.0,5.0,60.0,10.0,3.0,37.0,A
304010228,2023-01-01T00:16:20,39.26097,-76.57147,0.0,168.0,168.0,PAULA,IMO9197466,V2LK,70.0,5.0,151.0,21.0,7.8,70.0,A
636016975,2023-01-01T00:01:15,23.21217,-83.48835,13.6,74.5,75.0,SEABOARD PATRIOT,IMO9395551,D5IR5,70.0,0.0,139.0,22.0,7.4,70.0,A
368164430,2023-01-01T00:06:46,24.57005,-81.8124,0.1,302.8,511.0,BREZZASULL'ACQUA,IMO0000000,WDL7890,37.0,,12.0,5.0,,,B
367544060,2023-01-01T00:16:54,38.8409,-90.10572,0.0,256.0,356.0,ANN ELISE,,WDG5175,31.0,12.0,32.0,,,57.0,A
367702380,2023-01-01T00:05:51,30.01335,-90.74614,0.0,226.4,191.0,SAFETY CRUSADER,,WDI4823,31.0,0.0,21.0,8.0,,31.0,A
367376530,2023-01-01T00:14:31,28.74247,-88.82562,0.0,241.9,511.0,MATTERHORN TLP,,WDE6150,90.0,3.0,,,,90.0,A
538008412,2023-01-01T00:16:34,29.33123,-94.52193,0.0,37.0,102.0,ATLANTIC T,IMO9403322,V7A2328,80.0,1.0,180.0,33.0,8.2,80.0,A
368134630,2023-01-01T00:17:52,28.38472,-80.69495,0.0,289.6,511.0,SUNSHINE,IMO0000000,,37.0,,9.0,3.0,,,B
368010320,2023-01-01T00:10:16,45.6122,-122.64609,0.0,49.9,111.0,RICHARD O,IMO7626190,WDJ7810,31.0,11.0,38.0,10.0,4.2,31.0,A
316002873,2023-01-01T00:02:41,43.26677,-79.78775,0.0,0.0,18.0,OCEAN GOLF,IMO5146354,,31.0,0.0,31.0,8.0,3.1,52.0,A
367684470,2023-01-01T00:16:30,29.60095,-90.67323,0.0,251.0,511.0,CROSBY 2,,WDI3051,90.0,3.0,45.0,13.0,,0.0,A
367769180,2023-01-01T00:13:55,36.8858,-76.33431,4.8,150.6,157.0,CLAYTON W MORAN,IMO9812561,WDJ3566,31.0,0.0,,,,52.0,A
367093970,2023-01-01T00:16:45,37.65893,-76.44107,0.0,317.5,511.0,CAPT STEVE,,WYB7050,31.0,15.0,17.0,6.0,,52.0,A
368286770,2023-01-01T00:13:04,30.04901,-90.53615,0.1,228.1,94.0,RENEGADE,IMO0059380,WDN5067,31.0,5.0,23.0,9.0,2.6,31.0,A
338424025,2023-01-01T00:10:12,30.29599,-87.62877,0.0,360.0,511.0,BETTER TOGETHER,IMO0000000,,37.0,,15.0,5.0,,,B
367127380,2023-01-01T00:16:27,29.25473,-88.92243,3.0,353.8,511.0,MISS ANNA,IMO8969953,WDD3212,30.0,,26.0,7.0,,,B
368222160,2023-01-01T00:05:54,37.22592,-88.98738,4.8,73.4,77.0,SALLY LAPEYRE,IMO1313275,WDM6099,57.0,0.0,349.0,33.0,2.9,57.0,A
247434700,2023-01-01T00:08:17,41.61566,-125.20994,12.3,180.6,180.0,VALLE LUNA,IMO9635755,ICIE,89.0,0.0,183.0,32.0,11.9,89.0,A
338663000,2023-01-01T00:12:35,29.5852,-90.37516,0.0,299.6,121.0,C-PERFORMER,IMO9226267,WCZ6248,90.0,0.0,73.0,17.0,5.5,70.0,A
367132020,2023-01-01T00:00:36,47.62778,-122.38993,0.0,261.1,511.0,VAGABOND,,WDD3483,37.0,,24.0,6.0,,,B
338470118,2023-01-01T00:16:08,47.24873,-122.43325,0.0,360.0,511.0,BUMMBERSHOOT,IMO0000000,,37.0,,16.0,5.0,,,B
370574000,2023-01-01T00:06:51,30.04475,-90.67545,10.9,55.4,57.0,WELVIEW,IMO8901676,3ETI7,80.0,0.0,246.0,42.0,13.4,70.0,A
376642000,2023-01-01T00:06:20,26.09661,-80.1701,0.0,360.0,511.0,SUN ARK,,J8Y3259,37.0,5.0,36.0,7.0,1.6,37.0,A
367092410,2023-01-01T00:16:14,48.10706,-122.77911,0.0,138.3,511.0,ERIKA ANN,IMO0000000,WDC8743,30.0,,17.0,7.0,,,B
368060930,2023-01-01T00:07:01,30.13252,-90.92081,0.0,249.9,511.0,GUN RUNNER,,WDK5024,31.0,0.0,18.0,6.0,3.0,31.0,A
367647820,2023-01-01T00:05:41,25.3108,-80.28105,0.0,307.3,511.0,CROWN JEWEL,,WDH7406,37.0,,24.0,,,,B
